Reference1,Dataset1,Reference2,Dataset2,SampleNameSimilarity,LocationSimilarity,AuthorOverlap,Same
"HANAN,2000",955-1,"SIGURDSSON,1981",115-2,0.6666666666666667,0,0,0
"HANAN,2000",955-1,"SIGURDSSON,1981",115-2,0.6666666666666667,0,0,0
"HANAN,2000",955-1,"YU,1997",119-1,0.8,0,1,0
"HANAN,2000",955-1,"YU,1997",119-1,0.8,0,1,0
"HANAN,2000",955-1,"KINGSLEY,1995",133-1,0.7619047619047619,0,1,0
"HANAN,2000",955-1,"SCHILLING,1980",135-1,0.8,0,1,0
"HANAN,2000",955-1,"SCHILLING,1980",135-1,0.8,0,1,0
"HANAN,2000",955-1,"SCHILLING,1980",135-1,0.8,0,1,0
"HANAN,2000",955-1,"SCHILLING,1980",135-1,0.8,0,1,0
"HANAN,2000",955-1,"AGRANIER,2005",1303-1,0.7619047619047619,0,1,0
"HANAN,2000",955-1,"KELLEY,2013",2129-SUPP 5,0.7619047619047619,0,1,0
"HANAN,2000",955-1,"KELLEY,2013",2129-SUPP 5,0.7619047619047619,0,1,0
"HANAN,2000",955-1,"KELLEY,2013",2129-SUPP 6,0.7619047619047619,0,1,0
"HANAN,2000",955-1,"KELLEY,2013",2129-SUPP 8,0.7619047619047619,0,1,0
"HANAN,2000",955-1,"SIGURDSSON,1981",115-6,0.6666666666666667,0,0,0
"HANAN,2000",955-1,"SIGURDSSON,1981",115-6,0.6666666666666667,0,0,0
"HANAN,2000",955-1,"WHITE,1978",41-1,0.736842105263158,0,1,0
"HANAN,2000",955-1,"WHITE,1978",41-1,0.736842105263158,0,1,0
"HANAN,2000",955-1,"WHITE,1978",41-1,0.736842105263158,0,1,0
"HANAN,2000",955-1,"SCHILLING,1983",42-1,0.8,0,1,0
"HANAN,2000",955-1,"SCHILLING,1983",42-2,0.8,0,1,0
"HANAN,2000",955-1,"SCHILLING,1983",42-2,0.8,0,1,0
"HANAN,2000",955-1,"WHITE,1977",54-1,0.736842105263158,0,0,0
"HANAN,2000",955-1,"WHITE,1977",54-1,0.736842105263158,0,0,0
"HANAN,2000",955-1,"WHITE,1977",54-1,0.736842105263158,0,0,0
"HANAN,2000",955-1,"SIGURDSSON,1981",115-2,0.6666666666666667,0,0,0
"HANAN,2000",955-1,"SIGURDSSON,1981",115-2,0.6666666666666667,0,0,0
"HANAN,2000",955-1,"YU,1997",119-1,0.8,0,1,0
"HANAN,2000",955-1,"YU,1997",119-1,0.8,0,1,0
"HANAN,2000",955-1,"KINGSLEY,1995",133-1,0.7619047619047619,0,1,0
"HANAN,2000",955-1,"SCHILLING,1980",135-1,0.8,0,1,0
"HANAN,2000",955-1,"SCHILLING,1980",135-1,0.8,0,1,0
"HANAN,2000",955-1,"SCHILLING,1980",135-1,0.8,0,1,0
"HANAN,2000",955-1,"SCHILLING,1980",135-1,0.8,0,1,0
"HANAN,2000",955-1,"AGRANIER,2005",1303-1,0.7619047619047619,0,1,0
"HANAN,2000",955-1,"KELLEY,2013",2129-SUPP 5,0.7619047619047619,0,1,0
"HANAN,2000",955-1,"KELLEY,2013",2129-SUPP 5,0.7619047619047619,0,1,0
"HANAN,2000",955-1,"KELLEY,2013",2129-SUPP 6,0.7619047619047619,0,1,0
"HANAN,2000",955-1,"KELLEY,2013",2129-SUPP 8,0.7619047619047619,0,1,0
"HANAN,2000",955-1,"SIGURDSSON,1981",115-6,0.6666666666666667,0,0,0
"HANAN,2000",955-1,"SIGURDSSON,1981",115-6,0.6666666666666667,0,0,0
"UNNI,1976",1092-5,"WHITE,1978",41-1,0.6666666666666667,0,0,0
"UNNI,1976",1092-5,"WHITE,1978",41-1,0.6666666666666667,0,0,0
"UNNI,1976",1092-5,"WHITE,1978",41-1,0.6666666666666667,0,0,0
"UNNI,1976",1092-5,"SCHILLING,1983",42-1,0.631578947368421,0,0,0
"UNNI,1976",1092-5,"SCHILLING,1983",42-2,0.631578947368421,0,0,0
"UNNI,1976",1092-5,"SCHILLING,1983",42-2,0.631578947368421,0,0,0
"UNNI,1976",1092-5,"WHITE,1977",54-1,0.6666666666666667,0,0,0
"UNNI,1976",1092-5,"WHITE,1977",54-1,0.6666666666666667,0,0,0
"UNNI,1976",1092-5,"WHITE,1977",54-1,0.6666666666666667,0,0,0
"UNNI,1976",1092-5,"SIGURDSSON,1981",115-2,0.7,0,0,0
"UNNI,1976",1092-5,"SIGURDSSON,1981",115-2,0.7,0,0,0
"UNNI,1976",1092-5,"YU,1997",119-1,0.631578947368421,0,0,0
"UNNI,1976",1092-5,"YU,1997",119-1,0.631578947368421,0,0,0
"UNNI,1976",1092-5,"KINGSLEY,1995",133-1,0.6,0,0,0
"UNNI,1976",1092-5,"SCHILLING,1980",135-1,0.631578947368421,0,0,0
"UNNI,1976",1092-5,"SCHILLING,1980",135-1,0.631578947368421,0,0,0
"UNNI,1976",1092-5,"SCHILLING,1980",135-1,0.631578947368421,0,0,0
"UNNI,1976",1092-5,"SCHILLING,1980",135-1,0.631578947368421,0,0,0
"UNNI,1976",1092-5,"AGRANIER,2005",1303-1,0.6,0,0,0
"UNNI,1976",1092-5,"KELLEY,2013",2129-SUPP 5,0.7,0,0,0
"UNNI,1976",1092-5,"KELLEY,2013",2129-SUPP 5,0.7,0,0,0
"UNNI,1976",1092-5,"KELLEY,2013",2129-SUPP 6,0.7,0,0,0
"UNNI,1976",1092-5,"KELLEY,2013",2129-SUPP 8,0.7,0,0,0
"UNNI,1976",1092-5,"SIGURDSSON,1981",115-6,0.7,0,0,0
"UNNI,1976",1092-5,"SIGURDSSON,1981",115-6,0.7,0,0,0
"UNNI,1976",1092-5,"WHITE,1978",41-1,0.6666666666666667,0,0,0
"UNNI,1976",1092-5,"WHITE,1978",41-1,0.6666666666666667,0,0,0
"UNNI,1976",1092-5,"WHITE,1978",41-1,0.6666666666666667,0,0,0
"UNNI,1976",1092-5,"SCHILLING,1983",42-1,0.631578947368421,0,0,0
"UNNI,1976",1092-5,"SCHILLING,1983",42-2,0.631578947368421,0,0,0
"UNNI,1976",1092-5,"SCHILLING,1983",42-2,0.631578947368421,0,0,0
"UNNI,1976",1092-5,"WHITE,1977",54-1,0.6666666666666667,0,0,0
"UNNI,1976",1092-5,"WHITE,1977",54-1,0.6666666666666667,0,0,0
"UNNI,1976",1092-5,"WHITE,1977",54-1,0.6666666666666667,0,0,0
"UNNI,1976",1092-5,"SIGURDSSON,1981",115-2,0.7,0,0,0
"UNNI,1976",1092-5,"SIGURDSSON,1981",115-2,0.7,0,0,0
"UNNI,1976",1092-5,"YU,1997",119-1,0.631578947368421,0,0,0
"UNNI,1976",1092-5,"YU,1997",119-1,0.631578947368421,0,0,0
"UNNI,1976",1092-5,"KINGSLEY,1995",133-1,0.6,0,0,0
"UNNI,1976",1092-5,"SCHILLING,1980",135-1,0.631578947368421,0,0,0
"UNNI,1976",1092-5,"SCHILLING,1980",135-1,0.631578947368421,0,0,0
"UNNI,1976",1092-5,"SCHILLING,1980",135-1,0.631578947368421,0,0,0
"UNNI,1976",1092-5,"SCHILLING,1980",135-1,0.631578947368421,0,0,0
"UNNI,1976",1092-5,"AGRANIER,2005",1303-1,0.6,0,0,0
"UNNI,1976",1092-5,"KELLEY,2013",2129-SUPP 5,0.7,0,0,0
"UNNI,1976",1092-5,"KELLEY,2013",2129-SUPP 5,0.7,0,0,0
"UNNI,1976",1092-5,"KELLEY,2013",2129-SUPP 6,0.7,0,0,0
"UNNI,1976",1092-5,"KELLEY,2013",2129-SUPP 8,0.7,0,0,0
"UNNI,1976",1092-5,"SIGURDSSON,1981",115-6,0.7,0,0,0
"UNNI,1976",1092-5,"SIGURDSSON,1981",115-6,0.7,0,0,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1978",41-1,0.736842105263158,0,1,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1978",41-1,0.736842105263158,0,1,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1978",41-1,0.736842105263158,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1983",42-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1983",42-2,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1983",42-2,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1977",54-1,0.736842105263158,0,0,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1977",54-1,0.736842105263158,0,0,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1977",54-1,0.736842105263158,0,0,0
"BLICHERT-TOFT,2005",1282-1,"SIGURDSSON,1981",115-2,0.6666666666666667,0,0,0
"BLICHERT-TOFT,2005",1282-1,"SIGURDSSON,1981",115-2,0.6666666666666667,0,0,0
"BLICHERT-TOFT,2005",1282-1,"YU,1997",119-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"YU,1997",119-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"KINGSLEY,1995",133-1,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1980",135-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1980",135-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1980",135-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1980",135-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"AGRANIER,2005",1303-1,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"KELLEY,2013",2129-SUPP 5,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"KELLEY,2013",2129-SUPP 5,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"KELLEY,2013",2129-SUPP 6,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"KELLEY,2013",2129-SUPP 8,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SIGURDSSON,1981",115-6,0.6666666666666667,0,0,0
"BLICHERT-TOFT,2005",1282-1,"SIGURDSSON,1981",115-6,0.6666666666666667,0,0,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1978",41-1,0.736842105263158,0,1,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1978",41-1,0.736842105263158,0,1,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1978",41-1,0.736842105263158,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1983",42-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1983",42-2,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1983",42-2,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1977",54-1,0.736842105263158,0,0,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1977",54-1,0.736842105263158,0,0,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1977",54-1,0.736842105263158,0,0,0
"BLICHERT-TOFT,2005",1282-1,"SIGURDSSON,1981",115-2,0.6666666666666667,0,0,0
"BLICHERT-TOFT,2005",1282-1,"SIGURDSSON,1981",115-2,0.6666666666666667,0,0,0
"BLICHERT-TOFT,2005",1282-1,"YU,1997",119-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"YU,1997",119-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"KINGSLEY,1995",133-1,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1980",135-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1980",135-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1980",135-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1980",135-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"AGRANIER,2005",1303-1,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"KELLEY,2013",2129-SUPP 5,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"KELLEY,2013",2129-SUPP 5,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"KELLEY,2013",2129-SUPP 6,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"KELLEY,2013",2129-SUPP 8,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SIGURDSSON,1981",115-6,0.6666666666666667,0,0,0
"BLICHERT-TOFT,2005",1282-1,"SIGURDSSON,1981",115-6,0.6666666666666667,0,0,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1978",41-1,0.736842105263158,0,1,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1978",41-1,0.736842105263158,0,1,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1978",41-1,0.736842105263158,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1983",42-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1983",42-2,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1983",42-2,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1977",54-1,0.736842105263158,0,0,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1977",54-1,0.736842105263158,0,0,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1977",54-1,0.736842105263158,0,0,0
"BLICHERT-TOFT,2005",1282-1,"SIGURDSSON,1981",115-2,0.6666666666666667,0,0,0
"BLICHERT-TOFT,2005",1282-1,"SIGURDSSON,1981",115-2,0.6666666666666667,0,0,0
"BLICHERT-TOFT,2005",1282-1,"YU,1997",119-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"YU,1997",119-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"KINGSLEY,1995",133-1,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1980",135-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1980",135-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1980",135-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1980",135-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"AGRANIER,2005",1303-1,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"KELLEY,2013",2129-SUPP 5,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"KELLEY,2013",2129-SUPP 5,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"KELLEY,2013",2129-SUPP 6,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"KELLEY,2013",2129-SUPP 8,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SIGURDSSON,1981",115-6,0.6666666666666667,0,0,0
"BLICHERT-TOFT,2005",1282-1,"SIGURDSSON,1981",115-6,0.6666666666666667,0,0,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1978",41-1,0.736842105263158,0,1,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1978",41-1,0.736842105263158,0,1,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1978",41-1,0.736842105263158,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1983",42-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1983",42-2,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1983",42-2,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1977",54-1,0.736842105263158,0,0,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1977",54-1,0.736842105263158,0,0,0
"BLICHERT-TOFT,2005",1282-1,"WHITE,1977",54-1,0.736842105263158,0,0,0
"BLICHERT-TOFT,2005",1282-1,"SIGURDSSON,1981",115-2,0.6666666666666667,0,0,0
"BLICHERT-TOFT,2005",1282-1,"SIGURDSSON,1981",115-2,0.6666666666666667,0,0,0
"BLICHERT-TOFT,2005",1282-1,"YU,1997",119-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"YU,1997",119-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"KINGSLEY,1995",133-1,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1980",135-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1980",135-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1980",135-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SCHILLING,1980",135-1,0.8,0,1,0
"BLICHERT-TOFT,2005",1282-1,"AGRANIER,2005",1303-1,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"KELLEY,2013",2129-SUPP 5,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"KELLEY,2013",2129-SUPP 5,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"KELLEY,2013",2129-SUPP 6,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"KELLEY,2013",2129-SUPP 8,0.7619047619047619,0,1,0
"BLICHERT-TOFT,2005",1282-1,"SIGURDSSON,1981",115-6,0.6666666666666667,0,0,0
"BLICHERT-TOFT,2005",1282-1,"SIGURDSSON,1981",115-6,0.6666666666666667,0,0,0
"KELLEY,2013",2129-SUPP 6,"WHITE,1978",41-1,0.7,0,1,0
"KELLEY,2013",2129-SUPP 6,"WHITE,1978",41-1,0.7,0,1,0
"KELLEY,2013",2129-SUPP 6,"WHITE,1978",41-1,0.7,0,1,0
"KELLEY,2013",2129-SUPP 6,"SCHILLING,1983",42-1,0.7619047619047619,0,1,0
"KELLEY,2013",2129-SUPP 6,"SCHILLING,1983",42-2,0.7619047619047619,0,1,0
"KELLEY,2013",2129-SUPP 6,"SCHILLING,1983",42-2,0.7619047619047619,0,1,0
"KELLEY,2013",2129-SUPP 6,"WHITE,1977",54-1,0.7,0,0,0
"KELLEY,2013",2129-SUPP 6,"WHITE,1977",54-1,0.7,0,0,0
"KELLEY,2013",2129-SUPP 6,"WHITE,1977",54-1,0.7,0,0,0
"KELLEY,2013",2129-SUPP 6,"SIGURDSSON,1981",115-2,0.6363636363636364,0,0,0
"KELLEY,2013",2129-SUPP 6,"SIGURDSSON,1981",115-2,0.6363636363636364,0,0,0
"KELLEY,2013",2129-SUPP 6,"YU,1997",119-1,0.7619047619047619,0,1,0
"KELLEY,2013",2129-SUPP 6,"YU,1997",119-1,0.7619047619047619,0,1,0
"KELLEY,2013",2129-SUPP 6,"KINGSLEY,1995",133-1,0.7272727272727273,0,1,0
"KELLEY,2013",2129-SUPP 6,"SCHILLING,1980",135-1,0.7619047619047619,0,1,0
"KELLEY,2013",2129-SUPP 6,"SCHILLING,1980",135-1,0.7619047619047619,0,1,0
"KELLEY,2013",2129-SUPP 6,"SCHILLING,1980",135-1,0.7619047619047619,0,1,0
"KELLEY,2013",2129-SUPP 6,"SCHILLING,1980",135-1,0.7619047619047619,0,1,0
"KELLEY,2013",2129-SUPP 6,"AGRANIER,2005",1303-1,0.7272727272727273,0,0,0
"KELLEY,2013",2129-SUPP 6,"KELLEY,2013",2129-SUPP 5,0.8181818181818181,0,1,0
"KELLEY,2013",2129-SUPP 6,"KELLEY,2013",2129-SUPP 5,0.8181818181818181,0,1,0
"KELLEY,2013",2129-SUPP 6,"KELLEY,2013",2129-SUPP 6,0.8181818181818181,0,1,0
"KELLEY,2013",2129-SUPP 6,"KELLEY,2013",2129-SUPP 8,0.8181818181818181,0,1,0
"KELLEY,2013",2129-SUPP 6,"SIGURDSSON,1981",115-6,0.6363636363636364,0,0,0
"KELLEY,2013",2129-SUPP 6,"SIGURDSSON,1981",115-6,0.6363636363636364,0,0,0
"KELLEY,2013",2129-SUPP 8,"WHITE,1978",41-1,0.7,0,1,0
"KELLEY,2013",2129-SUPP 8,"WHITE,1978",41-1,0.7,0,1,0
"KELLEY,2013",2129-SUPP 8,"WHITE,1978",41-1,0.7,0,1,0
"KELLEY,2013",2129-SUPP 8,"SCHILLING,1983",42-1,0.7619047619047619,0,1,0
"KELLEY,2013",2129-SUPP 8,"SCHILLING,1983",42-2,0.7619047619047619,0,1,0
"KELLEY,2013",2129-SUPP 8,"SCHILLING,1983",42-2,0.7619047619047619,0,1,0
"KELLEY,2013",2129-SUPP 8,"WHITE,1977",54-1,0.7,0,0,0
"KELLEY,2013",2129-SUPP 8,"WHITE,1977",54-1,0.7,0,0,0
"KELLEY,2013",2129-SUPP 8,"WHITE,1977",54-1,0.7,0,0,0
"KELLEY,2013",2129-SUPP 8,"SIGURDSSON,1981",115-2,0.6363636363636364,0,0,0
"KELLEY,2013",2129-SUPP 8,"SIGURDSSON,1981",115-2,0.6363636363636364,0,0,0
"KELLEY,2013",2129-SUPP 8,"YU,1997",119-1,0.7619047619047619,0,1,0
"KELLEY,2013",2129-SUPP 8,"YU,1997",119-1,0.7619047619047619,0,1,0
"KELLEY,2013",2129-SUPP 8,"KINGSLEY,1995",133-1,0.7272727272727273,0,1,0
"KELLEY,2013",2129-SUPP 8,"SCHILLING,1980",135-1,0.7619047619047619,0,1,0
"KELLEY,2013",2129-SUPP 8,"SCHILLING,1980",135-1,0.7619047619047619,0,1,0
"KELLEY,2013",2129-SUPP 8,"SCHILLING,1980",135-1,0.7619047619047619,0,1,0
"KELLEY,2013",2129-SUPP 8,"SCHILLING,1980",135-1,0.7619047619047619,0,1,0
"KELLEY,2013",2129-SUPP 8,"AGRANIER,2005",1303-1,0.7272727272727273,0,0,0
"KELLEY,2013",2129-SUPP 8,"KELLEY,2013",2129-SUPP 5,0.8181818181818181,0,1,0
"KELLEY,2013",2129-SUPP 8,"KELLEY,2013",2129-SUPP 5,0.8181818181818181,0,1,0
"KELLEY,2013",2129-SUPP 8,"KELLEY,2013",2129-SUPP 6,0.8181818181818181,0,1,0
"KELLEY,2013",2129-SUPP 8,"KELLEY,2013",2129-SUPP 8,0.8181818181818181,0,1,0
"KELLEY,2013",2129-SUPP 8,"SIGURDSSON,1981",115-6,0.6363636363636364,0,0,0
"KELLEY,2013",2129-SUPP 8,"SIGURDSSON,1981",115-6,0.6363636363636364,0,0,0
"SCHILLING,1983",42-1,"SMITH,1994",117-5,0.25,0,0,0
"SCHILLING,1983",42-1,"LUPTON,1993",269-1,0.21052631578947367,0,0,0
"SCHILLING,1983",42-2,"SMITH,1994",117-5,0.25,0,0,0
"SCHILLING,1983",42-2,"LUPTON,1993",269-1,0.21052631578947367,0,0,0
"SCHILLING,1983",42-2,"SMITH,1994",117-5,0.25,0,0,0
"SCHILLING,1983",42-2,"LUPTON,1993",269-1,0.21052631578947367,0,0,0
"POREDA,1986",120-1,"SMITH,1994",117-5,0.23529411764705888,0,0,0
"POREDA,1986",120-1,"LUPTON,1993",269-1,0.19999999999999996,0,0,0
"POREDA,1986",120-1,"SMITH,1994",117-5,0.23529411764705888,0,0,0
"POREDA,1986",120-1,"LUPTON,1993",269-1,0.19999999999999996,0,0,0
"HART,1973",181-1,"SMITH,1994",117-5,0.18181818181818177,0,0,0
"HART,1973",181-1,"LUPTON,1993",269-1,0.1428571428571429,0,0,0
"ROWE,1979",199-1,"SMITH,1994",117-5,0.3529411764705882,0,0,0
"ROWE,1979",199-1,"LUPTON,1993",269-1,0.30000000000000004,0,0,0
"SUN,1975",323-1,"SMITH,1994",117-5,0.3529411764705882,0,0,0
"SUN,1975",323-1,"LUPTON,1993",269-1,0.30000000000000004,0,0,0
"SUN,1975",323-2,"SMITH,1994",117-5,0.3529411764705882,0,0,0
"SUN,1975",323-2,"LUPTON,1993",269-1,0.30000000000000004,0,0,0
"SCHILLING,1973",324-1,"SMITH,1994",117-5,0.2222222222222222,0,0,0
"SCHILLING,1973",324-1,"LUPTON,1993",269-1,0.16666666666666663,0,0,0
"SCHILLING,1973",324-1,"SMITH,1994",117-5,0.2222222222222222,0,0,0
"SCHILLING,1973",324-1,"LUPTON,1993",269-1,0.16666666666666663,0,0,0
"MICHAEL,1998",808-1,"SMITH,1994",117-5,0.375,0,0,0
"MICHAEL,1998",808-1,"LUPTON,1993",269-1,0.3157894736842105,0,0,0
"HANAN,2000",955-1,"SMITH,1994",117-5,0.25,0,0,0
"HANAN,2000",955-1,"LUPTON,1993",269-1,0.21052631578947367,0,0,0
"HANAN,2000",955-1,"SMITH,1994",117-5,0.25,0,0,0
"HANAN,2000",955-1,"LUPTON,1993",269-1,0.21052631578947367,0,0,0
"UNNI,1976",1092-5,"SMITH,1994",117-5,0.4,0,0,0
"UNNI,1976",1092-5,"LUPTON,1993",269-1,0.33333333333333337,0,0,0
"UNNI,1976",1092-5,"SMITH,1994",117-5,0.4,0,0,0
"UNNI,1976",1092-5,"LUPTON,1993",269-1,0.33333333333333337,0,0,0
"BLICHERT-TOFT,2005",1282-1,"SMITH,1994",117-5,0.25,0,0,0
"BLICHERT-TOFT,2005",1282-1,"LUPTON,1993",269-1,0.21052631578947367,0,0,0
"BLICHERT-TOFT,2005",1282-1,"SMITH,1994",117-5,0.25,0,0,0
"BLICHERT-TOFT,2005",1282-1,"LUPTON,1993",269-1,0.21052631578947367,0,0,0
"BLICHERT-TOFT,2005",1282-1,"SMITH,1994",117-5,0.25,0,0,0
"BLICHERT-TOFT,2005",1282-1,"LUPTON,1993",269-1,0.21052631578947367,0,0,0
"BLICHERT-TOFT,2005",1282-1,"SMITH,1994",117-5,0.25,0,0,0
"BLICHERT-TOFT,2005",1282-1,"LUPTON,1993",269-1,0.21052631578947367,0,0,0
"KELLEY,2013",2129-SUPP 6,"SMITH,1994",117-5,0.23529411764705888,0,0,0
"KELLEY,2013",2129-SUPP 6,"LUPTON,1993",269-1,0.19999999999999996,0,0,0
"KELLEY,2013",2129-SUPP 8,"SMITH,1994",117-5,0.23529411764705888,0,0,0
"KELLEY,2013",2129-SUPP 8,"LUPTON,1993",269-1,0.19999999999999996,0,0,0
"MOORE,1973",141-RM,"ROWE,1979",199-1,0.782608695652174,1,1,1
"MOORE,1973",141-RM,"MICHAEL,1998",808-1,0.8181818181818181,1,0,1
"MOORE,1973",141-RM,"UNNI,1976",1092-5,0.7619047619047619,1,0,1
"MOORE,1973",141-RM,"UNNI,1976",1092-5,0.7619047619047619,1,0,1
"ROWE,1979",199-1,"MICHAEL,1998",808-1,0.9523809523809523,1,0,1
"ROWE,1979",199-1,"UNNI,1976",1092-5,0.9,1,0,1
"ROWE,1979",199-1,"UNNI,1976",1092-5,0.9,1,0,1
"MICHAEL,1998",808-1,"UNNI,1976",1092-5,0.9473684210526316,1,0,1
"MICHAEL,1998",808-1,"UNNI,1976",1092-5,0.9473684210526316,1,0,1
"UNNI,1976",1092-5,"UNNI,1976",1092-5,1.0,1,1,1
"MOORE,1973",141-RM,"CHRISTIE,1986",261-1,0.25,0,0,0
"MOORE,1973",141-RM,"CHRISTIE,1986",261-1,0.25,0,0,0
"MOORE,1973",141-RM,"CHRISTIE,1986",261-1,0.25,0,0,0
"MOORE,1973",141-RM,"WALLACE,1992",264-1,0.25,0,0,0
"MOORE,1973",141-RM,"WALLACE,1992",264-1,0.25,0,0,0
"ROWE,1979",199-1,"CHRISTIE,1986",261-1,0.2666666666666667,0,0,0
"ROWE,1979",199-1,"CHRISTIE,1986",261-1,0.2666666666666667,0,0,0
"ROWE,1979",199-1,"CHRISTIE,1986",261-1,0.2666666666666667,0,0,0
"ROWE,1979",199-1,"WALLACE,1992",264-1,0.2666666666666667,0,0,0
"ROWE,1979",199-1,"WALLACE,1992",264-1,0.2666666666666667,0,0,0
